15000 75000
10601 5794 1
1269 8946 4
6812 2871 2
12325 1107 8
4793 8990 9
8837 14588 8
7196 8320 4
4713 8352 7
10480 252 7
14380 3435 10
4802 14037 5
5722 6658 1
5957 13470 4
1450 10795 1
4678 6941 3
12916 778 1
8094 7974 2
14399 4039 6
1447 14520 8
14673 5252 4
55 10054 3
6231 7129 1
6353 13086 3
9346 14537 10
13446 10567 1
9240 8483 2
4623 7929 8
8326 13680 8
5381 128 10
2688 6153 2
9783 6208 6
7267 12439 5
11409 10144 4
14021 4490 3
3781 2936 10
6833 3529 5
10664 8152 5
13822 1478 7
12371 6859 7
10440 899 1
13761 2035 1
3488 9302 3
345 5712 7
10288 11085 8
11120 6218 6
13871 13052 5
10105 68 9
5621 13890 7
14818 11261 8
494 6701 8
13676 11814 3
9419 303 7
8953 648 9
3631 2288 5
2800 4760 3
4906 3631 7
1892 13736 6
7031 10710 8
4999 10528 10
9827 2374 3
6906 7403 10
6020 1822 3
14436 10775 3
13565 5758 1
131 8559 1
7915 4817 2
13752 13061 10
4657 5092 10
804 1444 10
14565 2623 5
11380 9529 8
5009 549 2
5293 14985 9
6225 4902 7
797 5033 6
129 12949 3
11740 3053 5
4791 7710 9
8553 14866 5
7842 5784 8
9506 2164 9
9925 13525 10
12166 3818 8
1534 1395 10
3013 2192 6
6698 2321 7
6553 5413 2
4469 10204 4
13829 10109 10
9634 2952 4
14413 3810 10
5074 13736 5
11283 2254 3
8830 10141 8
2632 13154 10
7819 11204 3
2307 9109 6
6200 13578 3
2803 3760 2
14272 4746 6
7878 4159 7
3647 9233 5
12942 11869 1
11054 12051 2
10562 6035 8
3613 5206 5
5338 13865 4
6123 5065 5
14817 7868 5
3621 7141 1
10376 19 10
12294 3666 6
12948 1608 7
13561 4015 8
2962 5929 4
3222 894 2
14686 6232 8
5259 3708 3
763 3525 2
27 7146 5
4037 8875 4
3559 6169 2
3666 10470 3
642 9031 8
9669 3345 9
1084 6567 3
12706 12605 6
14545 2865 4
97 9980 1
8518 10008 10
432 5397 7
13717 308 8
7021 10326 8
1933 10968 1
7212 11990 9
3420 4426 8
6874 8484 4
1561 8029 1
14956 8127 1
1877 1645 1
8648 8430 1
9294 13499 9
7461 5520 6
7451 7453 6
1471 6017 6
5189 789 3
13179 7664 7
12422 9225 7
5882 9182 6
9322 2411 3
14123 11059 3
673 11705 5
8883 4166 5
12420 11617 1
11926 4441 8
14773 982 10
695 14161 4
1454 2935 1
10242 8817 5
12157 9492 8
7069 14967 9
1764 6992 4
9958 875 3
8672 4648 2
12544 1574 3
1082 1347 8
3113 8395 1
6456 1201 7
1728 11443 6
6183 14952 8
4400 7021 5
5029 137 7
8714 10095 5
14542 12388 5
7468 4002 9
167 2951 2
14914 1062 10
2748 3910 6
283 3862 4
4683 2236 10
1064 8725 7
9779 3821 3
2697 5293 7
85 4309 5
10440 4408 4
13391 13971 9
14453 6343 6
7913 9091 7
8941 9374 1
14324 5409 9
13085 12826 5
14513 7605 8
10835 10302 1
13051 1740 2
14087 12180 2
291 1923 4
7761 1377 7
1346 642 10
5194 935 4
12905 259 5
5555 4697 1
6931 4210 8
12128 46 3
13970 4449 5
5122 9889 5
7033 1532 10
14268 9293 7
12846 1991 2
5515 7186 7
13910 11443 9
12715 1998 6
9345 8930 8
11285 12410 4
8527 2733 6
13861 7855 5
7727 6240 7
3516 11861 2
7035 9707 3
2548 223 9
13996 14133 2
2056 11848 3
9813 12546 3
6781 8831 5
10146 8710 8
2961 7571 5
5665 6650 8
1253 10166 9
6134 2201 6
13007 11101 9
3417 10098 3
13919 12154 3
9123 6968 1
13257 5101 4
14801 247 4
4079 3209 7
13915 226 7
14992 7832 4
12930 13966 7
5576 3325 1
4796 6743 9
3150 12014 5
4705 12489 3
3805 10746 4
3089 10547 4
2434 5978 3
9351 11246 1
7917 11238 3
8002 9169 10
1641 6097 7
6381 10893 2
6219 5396 8
9563 10101 7
11228 13906 3
2993 8347 3
10006 10782 3
11580 5133 9
13381 4402 8
14365 12405 9
14316 14046 6
2593 11779 1
10316 2998 7
54 3913 8
2280 6493 7
253 9487 4
125 10845 8
12327 13778 1
12128 3511 4
1815 2876 1
7023 2193 9
9680 11138 8
14582 6454 6
3529 6508 1
8928 8789 5
4586 394 4
8592 6871 1
8379 10550 9
13300 7678 10
13975 9493 9
12055 7868 4
533 2548 2
7142 2131 6
10397 12012 7
8917 12292 8
5283 1879 2
11136 10471 5
4187 10202 5
2367 14854 4
12707 13829 9
8627 2236 10
6740 9121 10
991 1263 3
8048 3012 5
12966 3282 10
11673 8565 1
2126 11054 4
14450 6593 6
13677 8960 1
5582 13019 2
6980 6646 1
7599 4738 2
2119 12081 8
11473 11482 2
11488 9448 4
6499 12474 2
3389 14600 8
2102 5403 1
11017 4080 3
11139 9662 5
10091 7994 1
2631 6946 2
10644 417 3
11273 11890 5
14915 14730 4
13190 6229 8
11383 970 10
11982 3072 5
4174 5442 7
5327 1581 9
10851 11672 6
14373 5655 2
7634 7652 1
4329 3925 1
6153 10192 2
8778 14735 3
8877 11118 4
14929 14453 8
11383 3627 10
3270 8954 2
11170 11157 6
12065 1883 4
11258 869 6
10868 5198 1
13721 11352 6
1304 11482 1
10116 5360 1
11251 5289 4
459 1672 4
1460 11294 8
4043 7465 8
3299 4530 1
14562 7141 10
9829 3009 9
9021 1730 3
3406 3034 5
3878 4503 7
469 754 6
2864 7565 1
8887 378 5
217 4421 10
2704 14072 3
13426 4986 4
10017 14815 5
11807 8837 6
9949 3595 2
10926 7474 5
2262 7943 2
13888 2159 9
3538 2399 7
10834 2616 1
4244 11672 3
14888 1450 2
11321 11467 7
2115 8275 6
992 9576 2
2904 5502 6
670 7765 1
5543 13005 2
9334 7895 1
13502 3729 7
7092 14325 1
6107 14213 1
10108 1886 9
5276 4002 4
9282 11346 10
8235 5602 5
8310 12625 2
14032 3168 7
6913 3854 4
2194 2357 5
6442 801 1
7363 6908 6
9733 8368 3
14923 13645 7
13388 14279 5
78 7514 8
4974 7176 3
2635 6208 3
4653 13121 8
14566 6667 5
4560 13110 6
232 11825 7
1470 12910 7
4594 12834 2
3072 11222 3
12896 2652 9
13323 7626 5
11375 1613 5
10300 6266 7
6727 12184 6
5511 8097 8
11448 8329 5
9294 1151 6
6861 5745 10
9424 8817 4
2619 6714 7
3327 11389 5
11212 14117 9
1656 9417 5
11574 1144 10
4512 13007 7
1911 9455 8
11136 3750 2
3271 1963 7
8240 2739 7
783 5358 3
2331 8686 2
11506 11250 1
7294 4258 8
700 7185 4
14939 11697 1
13627 13608 7
11997 9744 9
11518 4367 2
1784 3959 1
13572 11095 10
2074 13426 8
8318 9932 8
13678 8578 8
4808 9279 3
12081 9218 2
2362 14198 3
8450 11195 7
3288 7713 5
89 849 6
5981 14422 1
2232 1496 8
7169 1166 2
14708 14845 1
2858 4653 10
6840 8086 10
13872 10448 10
2216 10250 5
8952 13538 8
11408 4979 10
2824 10961 2
11686 13193 10
12623 11715 7
14845 2775 4
1997 5633 9
13428 3826 5
4077 9050 6
277 11266 6
14023 11570 5
5483 14331 4
12792 8507 7
4523 5193 3
4102 2817 8
11200 9014 5
3143 11011 9
6091 9439 5
2126 4868 5
6313 11497 3
14398 10521 3
12374 7356 4
330 5148 1
14246 1023 5
2708 11477 4
9237 7678 8
3542 10821 1
9832 8265 2
4948 1743 2
9114 8056 10
9546 13806 3
6548 11181 1
9234 11511 9
14074 10757 2
460 4818 9
4663 14055 9
9232 8949 3
1164 3781 8
2535 81 3
127 9195 9
568 3741 5
2882 1642 8
12552 10876 1
3722 9950 1
10915 10411 9
8233 6426 6
4582 659 8
9456 1823 1
1243 10711 3
1125 2190 8
415 2758 2
13511 11992 4
7789 896 10
4929 4618 2
10531 533 5
14599 118 2
427 11052 3
10204 5508 8
114 6751 9
11458 14228 9
10646 14643 9
4927 4507 3
7202 3648 9
5353 14929 7
13454 10461 2
8319 1412 1
962 1839 3
616 3395 4
2093 3510 7
14282 6320 6
5012 1966 1
13501 13245 10
10333 5447 8
14414 2152 8
1760 607 9
2344 278 1
11694 7592 3
8448 8208 8
10711 10301 10
2430 935 1
2025 5948 7
13967 10801 5
417 6134 4
11866 5548 7
1893 13661 6
8733 1005 4
10634 4051 6
5726 3851 6
10565 5915 7
3915 8345 3
3585 1722 1
5221 689 2
2807 7458 8
5841 4325 9
2379 12570 2
14524 6304 9
11947 8290 10
8314 5368 1
12889 933 6
4117 4848 3
4929 14785 5
3041 5007 5
11954 14166 5
3354 5007 2
302 13738 5
8615 13262 9
2933 10209 1
1302 9875 1
9874 14116 4
9362 3234 5
2194 8163 10
11749 11205 9
13345 14511 6
13751 2865 5
9835 9519 4
3489 3134 8
9799 6067 10
9399 13721 5
5719 8596 2
9324 9310 6
9130 11504 1
8722 14605 8
13320 4302 10
8437 3054 5
14914 12889 5
5129 7730 1
8606 2529 9
13645 3280 2
4912 8999 8
10295 9675 10
12560 10158 7
14340 3880 2
3678 8552 7
13879 8342 1
11945 8256 2
4531 4737 2
252 4695 3
2040 9693 3
8901 5957 4
711 1252 9
8182 13812 9
12158 4504 9
7092 14534 2
6328 13413 4
14970 10359 2
12853 14890 1
12114 6494 6
5256 14886 1
8030 140 8
4803 851 10
2603 385 4
10562 12544 9
7400 10988 5
4143 8668 1
2876 8638 10
7569 6491 2
1999 9957 7
7477 6565 3
13999 14595 5
5127 10750 8
3858 13353 4
1402 8915 10
9802 1316 8
2736 11811 6
436 14688 6
14847 13609 9
14149 6961 6
11297 5790 3
8331 4789 10
5506 1268 10
9883 5127 5
5998 6529 1
14657 1331 9
10656 4067 10
8971 10856 10
13628 10703 10
9776 1204 3
7233 3853 3
2607 3537 2
12576 395 1
9647 1630 8
5072 7629 9
764 13638 10
12772 9295 9
12943 3266 7
12803 8247 1
2624 3023 7
14406 10257 1
1978 12864 10
691 1793 5
9321 2792 5
14430 7864 6
11068 14980 5
389 4104 10
130 2048 8
10726 14851 5
8378 8827 9
7235 8233 8
1297 10211 4
13896 2254 9
3242 11576 2
2866 2358 8
7824 13427 9
5068 5168 3
11607 5298 3
4116 7377 4
13521 755 3
2301 14342 6
7690 6991 9
2295 12239 4
13694 481 2
4237 9700 10
2644 2524 9
7384 7592 10
1229 10551 8
12121 14667 7
14217 4540 3
10139 13193 7
5647 12235 9
11365 14531 8
10690 4577 10
6591 8814 2
11203 2810 6
5593 10195 10
5152 2776 3
1362 6249 2
4948 11818 3
642 6958 8
2031 3957 4
4059 6674 7
9678 2365 4
779 308 10
1580 11511 10
11257 8457 7
13526 13609 3
2698 6323 5
12890 11272 3
3974 3266 3
14603 5297 10
7468 708 5
14864 1739 2
3189 2518 10
328 10451 4
278 6708 1
1774 11587 10
12399 5637 4
14273 9879 8
4317 5205 6
1320 4809 4
8631 12277 4
7617 3494 3
8968 6683 4
10628 7012 7
151 13642 5
13131 416 4
1072 4167 4
10337 9792 3
874 14110 1
1030 6782 10
12835 413 9
1700 8031 5
7305 1999 9
6780 3979 3
1706 4130 5
9692 8613 3
14266 1038 3
829 11375 5
3623 3602 7
11623 10984 9
784 8819 3
8575 1871 6
11211 9176 7
14179 956 7
6863 2662 9
13189 3707 5
11284 2973 3
13546 10154 10
1952 5129 2
10821 8105 6
5119 8889 7
6183 8816 9
6630 5028 7
9077 10559 6
503 8775 10
8763 6964 7
10637 9600 2
13549 14498 6
4189 7803 8
4782 3624 3
10008 8743 4
404 6279 1
14024 12909 1
6821 6986 10
13278 13841 5
7397 7605 2
933 3727 5
432 12385 6
8235 11172 8
11859 3064 6
11954 10197 3
3233 11147 7
7495 14829 10
14481 7719 10
4675 735 8
12280 7068 4
6874 8002 1
18 8434 6
10055 8021 10
3523 11232 4
13350 8186 2
14934 2772 1
9191 1619 1
7972 7452 2
5032 12127 9
841 759 8
8226 7634 10
4338 14004 6
12836 9060 9
2505 3935 1
10239 2285 9
4522 2220 1
1304 2763 10
12916 2087 3
2247 13471 2
13666 5664 2
8505 13890 6
4994 9581 2
7621 7417 2
3269 1274 9
10149 11513 5
1567 7387 7
2110 44 2
4271 12960 9
13885 6560 3
5627 11578 7
13128 5083 10
4615 1429 1
10106 402 10
1010 3671 4
10848 5172 10
14324 6739 7
11372 201 3
11183 4473 4
4434 3358 6
2508 337 4
6246 13465 9
8875 3080 8
12437 4539 10
14768 5549 3
12022 7749 5
12141 13426 6
10999 9798 8
9902 12334 3
13117 8120 3
7892 10628 1
14245 1874 8
2033 2102 9
12602 5891 10
8573 5660 1
8215 2682 10
4381 6175 8
7286 8526 7
1745 3428 3
7029 7897 3
672 789 3
1004 6386 9
14801 14771 1
1679 12373 5
5800 12298 5
470 5513 9
9242 1246 6
1439 8533 2
9787 1630 3
6821 8660 10
5623 9332 2
12757 10336 8
6766 10137 2
9228 3169 7
2582 8969 6
7948 792 1
7348 10034 8
12923 2825 1
12025 3965 1
12259 10786 3
5390 7762 5
14311 5519 3
5971 3637 3
12402 12866 2
7558 6800 3
6365 14749 7
10686 7097 3
7605 11373 9
6705 14750 6
13787 12009 2
14530 2399 6
956 8063 6
4071 14034 5
2323 2788 1
10096 1698 4
3190 8064 5
12077 3750 4
13701 11355 7
3151 9412 7
11566 14551 8
7120 5433 8
10435 12742 1
10622 1813 7
14447 4136 5
7489 5584 5
7332 8774 9
13276 12203 1
2670 10905 8
9788 14056 2
10305 10623 4
14182 2743 9
11811 4530 1
2503 153 6
13581 14600 4
12447 13441 8
13012 5774 5
6640 10402 8
10371 4424 5
1808 14213 2
9010 870 7
7115 6404 2
2005 9568 2
9638 12071 7
4083 10653 9
369 8100 1
10886 6112 5
12882 4105 9
12082 5828 4
7186 7636 9
7699 7998 9
10187 6465 5
6770 8471 3
7884 3109 7
9150 7192 10
1369 13913 2
7029 9800 7
9815 14034 4
8003 11116 2
1968 9655 10
10146 8706 9
10546 3894 4
2351 10664 7
10075 3548 6
14871 4051 1
6672 5420 4
12926 3801 6
10292 4968 3
9467 4323 9
8118 6292 6
5757 7790 3
2747 3337 9
6203 12040 5
3129 7115 4
9517 13339 5
8097 5011 7
11942 9289 10
10588 4581 8
14620 5400 3
6120 13518 5
13628 4276 6
14842 7023 5
4950 13226 7
12074 7708 4
14099 2225 3
5175 10322 7
8023 7264 6
14672 9204 10
2641 176 10
9934 12649 9
14870 11277 7
12597 2471 2
13661 7421 9
9469 10847 7
12393 1299 4
13655 6474 6
2633 5850 2
9549 5522 9
3750 14516 7
11999 802 6
10119 672 5
12515 4622 6
13287 9635 9
3637 4105 9
1695 1498 8
1978 6505 4
3935 9139 4
4508 10040 9
14286 13790 5
593 2141 9
5900 12261 3
13837 1128 5
9244 14415 1
12073 9404 6
2101 2451 6
14780 4429 1
3933 14716 2
13937 4225 4
5815 3511 6
3561 10456 8
2109 7709 1
7681 6546 9
9228 790 7
14058 4215 3
7993 12668 5
1130 12448 4
772 7734 3
9554 6671 8
11079 3838 1
11395 13751 8
5204 7212 7
2626 6245 5
9824 473 7
14142 14531 3
12865 13876 3
14039 6 4
10994 7131 8
7666 1685 1
14915 4116 1
10676 6863 2
1893 3419 6
7171 6045 1
10347 7222 5
14313 12716 8
13847 10581 7
2402 972 5
3405 3319 6
12142 2337 3
10254 2253 10
12204 12929 5
4257 6174 5
3522 4697 2
9032 6396 4
6368 12061 1
9588 10909 4
11684 13311 7
11490 8068 8
12076 11562 5
5698 6816 10
9789 10372 1
5744 14629 7
11470 3151 4
8241 3535 2
12235 9904 4
5297 10844 3
8940 7528 6
4908 4018 6
10547 7446 8
12172 4497 4
13753 14286 8
13264 11382 7
10300 14204 10
3386 7446 5
2867 11033 1
5762 1330 5
4566 1622 5
1681 12883 6
13216 8430 2
12665 11954 9
3930 10708 8
5567 8972 2
6833 10624 7
8954 5362 5
8259 14582 8
8819 5344 10
5224 9911 4
508 2944 7
6163 7513 8
10617 5178 4
4567 9109 2
12804 14676 6
128 12862 3
1656 6816 5
10630 6427 9
637 247 4
4678 11823 5
10341 3683 1
13888 1199 4
2217 3168 3
8852 7735 2
4844 11892 10
7511 12020 2
5803 13676 1
810 658 8
10398 1295 7
1683 5973 2
11527 7666 8
7020 12906 7
3673 123 7
5505 328 2
1446 5172 4
9768 4035 6
9599 1191 4
13951 2001 2
9731 3751 9
5757 5435 4
4959 8314 1
14196 334 7
984 4008 3
5940 9513 1
9983 2312 5
10919 12080 10
8874 13031 1
3210 3335 2
6851 13066 6
3140 3823 1
11753 134 5
4385 5682 10
3572 13018 10
9234 3958 5
6576 5294 7
9090 1213 9
639 10087 3
14732 13297 8
825 11501 4
5670 5993 9
950 9098 6
10897 13484 8
14826 2056 9
5467 2642 7
5621 570 1
14440 9660 6
5338 1651 4
6972 1383 3
5589 2209 4
8624 7879 9
6835 182 8
5180 11079 2
559 2257 10
8957 7724 4
12666 4697 4
6668 4137 4
1884 9476 7
13539 7800 1
8491 13390 2
6297 13366 3
10095 11553 5
7992 1733 6
10725 8645 3
514 8954 9
14297 6620 7
13650 4641 4
14015 6525 2
7384 5064 3
10784 4907 5
14097 2556 3
10289 4004 7
13016 11996 2
11821 14074 7
12884 14588 2
4374 5238 4
9210 10240 5
9536 9256 2
4337 1640 8
13291 3776 6
5635 2873 4
2698 4514 8
2666 2530 7
4367 14352 1
14714 3588 9
10367 7962 7
3992 2173 8
10907 11709 6
698 7398 8
1906 5690 6
14373 11325 1
14396 5375 5
3424 8041 6
2152 12409 8
8602 3475 8
14640 5194 10
2269 9186 3
138 11445 4
13615 3496 3
5084 5402 3
329 11127 10
4799 1875 6
13783 11651 9
1650 13803 10
3869 7405 7
9676 13398 1
8446 7019 10
740 7157 5
4744 12124 1
7498 2208 5
942 2537 4
5711 13688 10
7208 3823 1
8099 5474 5
6398 9343 2
14525 4020 10
4197 3818 9
3056 4558 8
4713 9302 2
3513 8152 2
5420 9094 1
3453 14806 9
9714 13366 3
6275 6465 9
7991 12864 2
2112 3741 4
984 7938 2
522 10995 1
4922 708 5
93 10573 8
10177 993 2
7797 10799 10
4106 5513 7
10590 3140 2
7548 11131 8
5201 4596 9
6875 5580 8
12366 12454 3
13768 8728 3
9473 174 6
13330 10351 2
2633 3148 3
6743 13606 6
9219 548 9
9512 8096 2
7670 13298 8
9568 11525 10
4405 8891 7
1589 7660 5
14481 8485 9
14299 6815 10
6462 800 1
776 7543 9
603 8114 8
3571 2627 6
9023 10297 4
10422 11217 1
8754 623 5
4540 8564 7
406 14398 2
11447 13697 9
2838 11511 9
12378 12287 3
11877 12890 7
11924 7814 6
11419 1837 3
565 3611 1
7587 12365 6
8501 8257 10
8427 8664 8
1838 11463 7
8416 14301 10
7147 11680 9
7069 14909 10
6457 3185 6
8473 14604 5
12137 6521 6
12019 14109 2
12524 13962 1
12946 7390 7
6413 580 10
11282 349 2
12661 7496 2
2680 5917 1
11941 3726 8
14016 3551 4
9280 689 6
14507 4060 7
2100 7937 1
12951 5883 1
8817 3648 4
1147 6282 3
7778 3944 1
2441 12976 8
12013 1269 6
9770 6637 8
13483 7269 9
70 6776 9
7118 8877 6
13129 6828 9
2881 6997 10
8214 8144 2
5248 922 8
9778 9715 6
5225 6728 5
2103 1498 2
11180 14982 3
12298 52 10
2476 13523 9
6944 11652 9
2294 14533 6
1293 7748 1
12927 4348 5
13504 14127 1
3410 10704 9
936 12807 10
5100 8987 2
1532 6285 6
11093 114 9
14531 7058 3
1149 704 7
1117 1998 7
9229 6277 5
9615 4781 4
13365 14543 9
196 480 6
9877 5580 6
4540 13464 3
5607 9558 7
13846 9089 7
1440 1591 2
12216 2708 2
13444 3289 9
4021 12904 2
8724 2622 6
484 2818 8
13700 4047 10
12255 8587 4
14799 14194 2
2458 4392 4
12174 5833 7
13947 9401 7
9070 14198 6
4118 3219 10
1652 3295 2
13729 3780 2
11286 2480 1
5775 6087 8
5080 12238 3
13944 14696 7
1897 11871 10
4145 2170 4
9101 11241 2
8698 6711 1
6199 8363 6
14971 13444 8
9264 9730 10
7605 6857 9
5884 3290 8
3358 2234 4
5225 10483 7
4276 14628 8
12729 81 1
5380 8779 2
7602 14978 8
13120 6301 2
7417 6918 5
10547 5875 4
11115 11759 4
8922 118 10
12778 11695 3
13504 971 3
1401 13701 4
6891 10433 5
10445 3036 6
13714 1156 9
427 14925 7
3223 10472 2
12877 12940 4
2172 13214 4
8702 10992 9
10714 9497 2
10059 2250 5
3132 494 1
2689 10939 7
2224 1005 5
14412 7784 10
9871 11008 5
11204 237 5
9297 2409 9
5212 2463 4
12822 4530 1
12756 14589 1
11390 9073 5
11810 11762 6
6618 5338 3
8934 11103 8
4824 12326 6
8890 8530 5
10896 9180 4
11116 5744 8
7329 3567 10
13039 1323 9
12352 4065 2
12158 7228 7
7904 13846 7
11006 14133 2
13245 10309 8
11492 4199 1
9976 95 1
2222 2563 5
5579 9893 4
11170 14284 9
9998 2988 5
9251 147 3
5267 14403 1
4326 1761 4
14487 7 3
6975 11499 4
14345 6476 1
7247 8698 5
5893 5629 10
8107 1799 4
2995 3149 3
8301 12400 2
14483 9020 5
2216 13346 6
4081 12833 3
1256 11160 5
2629 1857 1
10450 9104 1
5834 14998 10
8815 14457 1
4728 8804 10
9982 2106 10
6735 7941 10
11539 10157 8
9457 14239 2
1029 495 2
10453 9476 2
2705 4926 6
10007 2112 6
7938 10927 5
7668 7008 10
1899 8342 6
8531 78 7
2830 11617 7
1828 6074 8
5011 13456 5
4354 261 1
5555 9319 8
7213 4326 2
8868 12265 10
7685 11285 10
8954 13185 2
12329 6716 10
14997 898 10
12823 9078 4
7592 14089 2
2856 9796 4
7597 351 5
8616 13916 1
11747 7785 6
2158 470 4
14577 776 9
11691 4457 7
2530 4454 5
11339 8630 4
2575 1222 5
13618 4079 3
3571 3028 7
547 11644 3
10498 14743 10
9065 1902 2
3918 7831 8
11956 4522 5
3062 13405 2
1419 1096 4
8854 10023 6
6730 8642 7
14403 3565 5
13779 4113 1
3423 14611 5
853 28 9
11456 3947 2
1484 7255 7
2320 1670 2
7611 3089 10
12884 11943 4
10732 3673 8
4010 9428 3
8965 14559 6
8267 2983 9
961 10188 8
1909 6644 7
8393 8128 2
4399 1801 2
13810 764 3
7021 13649 6
3904 733 2
781 4743 10
7576 5060 2
12131 13328 7
14002 5641 5
901 13903 9
6747 7296 10
11200 11695 3
2324 1857 7
11536 8878 8
2692 12783 1
10225 4916 7
12186 12492 7
13707 976 7
9563 14978 9
6959 7231 2
4648 5330 8
8169 1530 3
13491 3854 10
4577 6743 10
665 9435 3
3837 11012 2
11753 8198 4
1082 13258 10
3738 7821 10
3388 14781 3
10589 10781 3
1438 10302 6
12630 8793 2
2031 4722 5
311 11739 2
2725 6929 4
10056 10034 3
6232 11116 3
3383 6207 4
6865 9595 7
2577 11537 10
9972 12975 2
3897 1958 7
8028 10341 2
10255 10652 3
6916 4730 2
14590 6138 7
6814 12370 5
12296 7106 4
1951 13971 2
6388 7900 9
4309 2872 4
12533 6769 4
14549 6150 6
3992 1405 10
5175 8321 10
4638 14263 9
14136 6077 1
11103 3373 7
14276 5325 10
3397 3065 1
10407 7374 3
393 11259 5
7336 2161 5
9621 6153 2
13911 2680 5
14282 13671 9
5792 12807 6
9673 262 2
12011 14539 9
13321 9288 4
7531 11048 10
4613 11441 10
14817 3777 1
7523 4751 6
1634 3662 7
1771 2944 8
9819 89 7
296 9762 10
499 6773 1
6027 11446 1
5972 3977 9
13292 8591 10
8223 14760 10
5315 7284 1
8560 270 3
5838 8393 9
1787 3212 8
10544 9861 2
10915 10360 8
2177 7740 4
2727 13712 2
14326 12004 5
13717 11579 5
1886 1894 1
9806 10455 4
12740 1293 7
9971 3081 2
7290 4977 5
14372 7244 7
10931 9421 7
12584 12148 10
9567 2826 6
141 1544 6
11828 3430 10
7150 13237 7
2743 2329 1
13082 12300 4
2985 10943 3
2749 10315 7
4225 12598 10
13442 10182 8
12723 11102 7
9008 11243 1
8225 14423 3
9337 6574 2
5903 669 2
10115 13751 4
8760 1736 7
12382 4485 4
14600 63 2
11239 4857 7
11379 2580 9
14345 2940 4
3855 2518 8
9499 11855 2
13381 9110 1
4592 10578 5
14455 4338 1
11614 8073 9
4087 7673 2
9159 10265 1
765 6644 3
3473 5989 3
8776 1196 3
4855 10695 8
1156 9076 1
4479 5020 9
6553 10828 7
1715 7442 2
7715 11529 6
13778 5688 1
9698 12805 5
14550 7630 6
13695 7759 2
357 12614 9
5227 5123 8
10559 9602 8
5117 7507 6
10365 574 8
8687 8290 10
6034 13420 10
7294 8119 6
6550 14021 8
3147 12716 7
940 4426 2
9428 1005 5
3345 11564 9
8635 1681 8
3400 3398 2
11960 12085 4
8401 3119 5
10530 1765 6
1817 14667 7
735 2814 6
13763 10106 2
3054 4535 7
3820 14232 1
5540 7867 4
14767 2620 2
921 5932 8
1716 14333 9
9580 1215 7
1915 3033 4
14624 10120 1
10049 8883 7
1252 3290 4
2108 13462 9
5880 4003 6
11333 10122 8
5184 11043 10
2473 12760 3
9234 13692 9
2760 6960 4
2305 12936 4
4665 7985 9
8484 9237 1
8189 2697 4
7127 8577 9
5285 11262 1
6062 7798 7
12772 10272 9
10166 4506 3
8776 7266 3
1771 9571 9
4886 5589 6
1885 5425 5
14877 13614 4
11332 5742 1
11790 2379 5
13723 8441 4
3051 12565 8
11491 14084 6
3623 14212 4
9068 984 7
12448 5870 6
8814 14107 3
12120 5337 8
3124 1669 2
9056 4812 1
11251 3535 4
12596 12938 2
9213 9429 8
1688 13052 10
14133 7120 6
6149 4569 9
10107 4735 8
4489 1855 5
12486 4979 5
8929 5388 7
7751 1639 4
15 14235 2
2548 14800 1
4165 7840 5
11346 6973 6
4512 4474 7
9900 14581 4
5747 4071 9
13284 1557 1
1138 1839 9
156 9590 10
2709 957 7
9552 3505 9
4472 14022 9
3796 1721 4
1593 6233 8
10311 7485 10
8764 4584 1
425 2868 10
3417 10358 1
11797 10514 2
6816 4575 1
7422 14127 9
14180 9951 3
5130 13748 4
9405 6693 7
11802 2005 4
5133 10769 9
2535 2546 9
7847 5963 8
14997 2760 4
8090 9576 10
8493 8350 9
12401 13882 1
6683 10364 1
2687 4769 4
11275 7924 1
3701 4409 1
711 13297 7
589 6144 3
2178 12493 3
5634 11936 2
13665 5429 2
5823 9182 7
14285 7217 1
6495 1256 3
11751 12532 9
4011 7585 8
13393 8296 5
10322 237 1
13214 8768 7
3866 14402 3
10447 13067 4
1731 3890 6
13249 9528 3
5131 1023 2
1783 12774 6
4063 1786 1
4401 179 7
9387 10501 6
5518 67 4
5494 3934 6
8758 5733 5
2451 13816 8
11678 3417 6
13122 8549 9
823 1684 6
7408 5748 4
6578 1501 5
5396 10888 9
10804 7758 6
3627 4604 2
2205 4714 8
13849 7165 6
5736 10195 4
13503 8318 3
942 493 7
13859 7902 5
13562 5832 8
11148 2581 9
4236 13385 7
3744 2012 4
7185 10569 8
14064 9419 6
4760 6507 1
13873 5011 1
1535 12305 5
12233 2516 9
13680 7430 3
1627 3578 4
6815 14167 1
11114 2911 6
5017 1448 5
3634 513 6
7121 5273 4
14452 4146 7
12804 5681 4
5298 2914 10
3398 1594 2
7331 9574 10
5196 1389 7
1447 12503 10
6062 8872 9
12598 3859 2
13554 10980 5
12369 1784 3
7547 14589 4
30 11239 10
1381 14638 7
10162 13321 3
13873 9869 2
1752 11316 8
7541 8730 10
14779 6329 1
7530 4883 2
11906 2252 8
5428 1151 7
10983 7533 9
10805 8914 9
3573 10428 10
5915 653 1
998 2405 8
8585 9947 8
1397 1078 9
13067 14961 2
12070 3219 6
12858 8648 7
4586 10983 10
7554 6788 6
1512 1713 6
143 7628 10
8644 14979 7
4813 14916 6
9712 1313 5
5941 5733 6
7052 2803 5
8120 7013 5
10338 11600 1
5090 10506 9
8755 3371 5
5553 9866 5
3004 3510 4
2860 14675 1
4016 9388 6
6250 329 9
