10000 50000
5530 8843 7
9195 2900 3
295 7401 8
5558 9867 7
6320 5899 5
6486 2575 4
5921 6926 2
2596 7334 7
1728 5769 8
2554 720 8
9739 2603 3
8005 8150 3
2760 8445 6
9027 4003 5
9043 324 4
8139 3162 2
9354 5435 10
8015 8031 6
9834 9759 6
2681 8666 8
4720 4757 1
5603 2762 4
9385 1874 9
3273 901 3
7027 6296 9
6681 4436 3
1614 142 10
9825 8158 1
5371 7992 2
6686 7025 10
1425 8097 7
8768 3700 10
4261 9438 6
8199 2711 8
2493 9738 6
3463 2771 4
3947 4385 7
9866 4211 5
168 5934 9
230 8972 6
5309 397 3
1498 9165 4
449 9778 4
1274 7978 5
3001 6823 3
3729 287 5
8892 4234 2
4198 4101 5
4014 621 9
8174 851 1
9359 2513 1
4994 363 8
4329 812 7
3102 2086 7
4586 1440 10
2160 5169 7
6154 4061 4
7238 8260 5
2532 8626 6
113 6801 10
313 2512 5
3615 7506 8
6083 8187 2
8329 7641 8
4905 8579 8
8304 740 7
8343 3246 1
2616 484 3
7342 9369 9
2689 9482 10
5240 9795 5
6656 3411 3
8435 5846 1
1026 4175 2
5704 5432 4
1821 88 4
9460 8431 10
1160 7399 7
3824 4741 6
8762 3783 8
6854 9023 5
7458 5680 8
1920 4115 4
922 5142 9
7566 7198 1
2789 5371 10
8752 4831 3
4313 2343 3
359 6167 6
5774 1282 9
7023 8136 5
8068 5594 5
8875 3866 2
5529 4789 6
2709 2355 4
8970 5144 6
1671 3896 9
9155 4561 5
7687 4921 4
3665 7047 6
7073 4071 2
5857 8491 8
6673 7366 5
1605 9247 4
4382 1957 9
8006 7279 5
3353 5302 3
9883 4457 4
5109 8497 5
6503 2162 5
9178 5587 6
6342 7797 9
9099 4470 5
2075 2427 5
3488 6810 2
3608 1168 3
5224 873 5
736 7108 2
810 2218 1
5804 8721 3
550 4251 3
9367 593 10
6675 6045 10
7702 8120 8
7976 7961 10
207 7921 8
6069 9498 3
3585 234 1
5558 1044 9
6029 3201 10
5013 3751 4
9585 3119 9
1954 9794 4
5146 7496 7
765 5472 10
3194 2031 3
3143 4452 1
3965 4389 6
8247 9948 2
8396 5977 3
3617 7342 7
3090 6928 6
9509 5234 2
8324 6732 1
1612 7497 5
9213 7043 7
4736 6538 1
6108 503 1
1363 5103 9
4015 3499 8
6219 3468 2
2175 2911 2
7602 8772 7
2824 3448 1
1894 5061 9
2788 4274 4
2066 9010 3
5797 5119 8
269 2834 1
4689 3201 2
5086 5773 1
5529 7948 4
2901 5551 6
1859 8375 4
7549 6621 5
7089 9409 2
3673 1476 4
6795 3625 5
3124 3894 10
8205 8583 3
9488 21 6
4240 5550 7
1903 4803 8
8338 6662 5
4574 4212 8
5870 1301 7
1441 1326 5
8727 4473 2
1131 7598 8
2722 2155 3
7515 1643 6
4432 5884 9
9298 7787 2
6067 2478 5
7563 3404 9
5680 9274 2
9559 7068 9
1265 5795 4
2949 6926 2
8526 6001 9
5391 3516 3
2276 4300 9
1064 9951 8
4656 2370 8
1262 9934 2
2080 1966 7
551 7877 7
6701 9143 2
7325 8444 10
1898 6970 1
4979 8713 9
9703 990 10
311 8406 3
1410 9414 3
4988 676 7
1969 9108 6
4577 6012 3
605 2713 8
6076 6390 2
4826 4641 5
5928 9620 8
547 9323 10
5818 5986 7
1040 7396 1
8632 2384 10
2511 706 8
8356 1635 10
8430 2241 6
4000 4669 8
1661 5847 9
8997 1776 1
5047 8675 6
8438 4493 2
3884 1885 9
5097 517 5
6986 9380 3
7983 4088 1
1345 2519 2
7420 6519 3
2589 4532 1
6048 9882 9
1830 1281 4
6936 9719 7
8027 3604 4
2867 8701 1
6444 5687 4
7078 22 2
9348 1367 3
211 5139 4
5744 7729 9
7124 129 1
6632 1959 2
1167 8895 1
195 3275 7
1108 2494 8
2538 8938 7
6053 6017 2
7305 5365 9
3779 1929 1
6773 7673 10
651 1149 9
763 4133 10
5804 5300 8
6916 5495 5
1633 6603 9
1402 5493 8
3211 1547 7
5042 5204 4
4592 5335 3
9282 8460 6
1701 9111 7
601 6226 10
1461 8382 2
3920 5299 7
9654 3284 2
7882 4686 8
1401 7897 5
937 9291 1
2191 3884 8
5373 3166 9
2581 4868 2
937 1821 9
9779 9634 1
3920 3554 10
3557 3208 4
2500 1091 3
6937 2492 2
9273 9782 4
3165 1973 8
2393 3698 4
81 6279 4
3232 3569 6
2610 3348 10
6723 7268 7
9782 7177 5
2478 6030 8
6212 2967 3
7843 8593 5
8766 1758 8
9925 4151 8
7899 4232 10
3444 3817 9
811 6427 9
1461 3150 9
8369 9285 7
2133 8115 9
3341 679 6
3393 8522 9
9579 3641 10
1386 3566 1
9595 1465 6
4084 4910 3
2142 5721 2
9900 3534 5
1279 8255 2
6187 389 9
7125 82 8
7382 9827 10
6233 9406 1
6842 7144 10
7954 6739 5
9651 824 7
8813 9318 1
7107 5571 7
4903 3202 3
1984 5741 4
9884 9218 6
2111 2952 5
9212 9185 3
3603 2379 7
4264 334 8
38 9985 4
3427 5151 3
8889 8610 6
4237 3513 10
1489 1849 1
1834 1733 1
2261 3844 3
2515 3056 1
8527 3011 10
8035 7275 6
4283 3666 4
7706 3445 7
6800 2334 7
1465 6571 2
2036 4413 1
8348 6247 4
3878 4861 10
8713 7376 8
2733 2256 10
5484 291 7
4922 4574 3
4345 8633 10
5271 5433 4
1159 3251 8
560 5287 3
1810 9988 2
1145 3866 3
676 8931 2
3263 1664 8
8862 3501 1
4441 8423 8
3685 2768 1
6375 4391 6
7750 5550 9
2049 2462 7
761 4272 5
8425 1769 3
4597 2445 5
850 5708 1
9359 923 2
8160 5364 5
4239 5401 5
8951 1776 8
9096 5879 8
8845 7928 10
233 5042 4
1609 9819 5
3203 4416 10
7377 1619 9
5920 978 4
1611 5490 10
2078 9729 1
5312 5032 10
5642 481 1
5169 5678 1
3511 5911 3
2476 3872 2
3211 7075 1
2742 805 2
1630 3077 10
4145 4688 3
2024 3118 2
1657 4783 7
3066 425 8
6706 1946 6
4626 1809 9
3941 4286 1
3074 3849 8
2976 6591 5
849 4574 2
3349 8719 1
4043 744 1
4466 8753 4
9922 1819 9
5859 4877 6
7474 5855 7
1352 6148 3
5454 5575 4
6632 4903 6
4966 5753 10
6378 9102 1
8830 3145 7
752 7611 10
1106 3886 1
8236 9745 8
7313 7220 6
8200 4924 4
9724 379 1
5098 7011 5
7063 8329 8
9954 1059 2
1564 6241 9
271 6994 2
4082 4452 8
9713 2688 4
6572 2 6
9287 4554 10
4503 4278 1
5293 9376 2
987 6439 4
2434 2745 5
9335 4310 7
5733 933 3
6095 5015 5
342 1080 5
687 7653 9
8252 6940 3
7094 1443 2
6314 3089 10
8898 4076 2
9811 6511 7
8135 2198 9
9053 7932 2
6965 379 10
5681 7073 10
7086 7761 5
4844 2365 6
3509 9459 1
100 5774 10
2419 1024 9
7530 835 10
1739 5322 10
257 728 4
6061 4045 3
6880 9727 9
5131 3165 10
1036 8009 7
233 1518 7
873 7970 3
955 6742 7
5113 624 4
2134 2363 6
7705 2621 6
1209 8682 2
1443 1914 1
8751 3397 6
172 785 7
3959 1018 8
7205 8244 10
2577 5551 4
5325 7016 9
8908 9150 2
4165 6855 5
151 4416 9
6534 5860 5
8996 963 3
8271 1136 8
8259 5095 9
6118 8652 5
8300 7581 6
7223 2906 2
6771 1814 4
5035 5979 1
5919 2482 8
8190 5368 10
2374 4364 3
6308 8987 9
1028 7247 4
6766 9717 6
7100 8017 9
9337 5241 5
2238 8364 9
6993 9751 1
8603 5671 5
4630 213 4
2869 8939 8
8424 5248 6
8762 6276 5
548 9394 2
985 2846 2
9004 2183 5
9928 773 1
9019 7766 3
441 6369 6
4345 7352 9
9970 6573 8
3608 4997 8
2585 112 6
8809 660 10
1102 1645 8
7765 7001 1
9669 6930 6
2642 2301 2
9014 2742 4
7409 3439 6
2369 9762 1
6268 3370 1
5416 2307 3
7191 1116 3
4713 8570 10
5080 6336 2
7631 2357 4
7306 4999 5
1100 365 9
1263 7774 10
5130 6495 2
1922 2764 2
3712 8180 1
5614 1723 9
8176 6436 10
5088 1517 8
2649 5500 7
3492 9158 9
2988 6610 4
5226 4225 1
7255 9355 6
5399 7630 2
6912 1342 4
733 6957 8
2021 1485 6
1880 2925 5
779 5574 5
2036 5418 6
4644 8406 6
3969 9984 2
7421 3592 9
1017 8991 9
80 5903 2
7324 2988 1
6291 5010 8
4398 3242 4
4023 4022 10
5499 2410 9
6134 3406 7
9732 7375 4
1203 4797 6
4733 2166 9
5894 2246 4
8397 5922 3
7857 2213 3
1506 2964 5
1729 6987 9
3879 2486 1
7799 8621 7
6477 4705 5
5140 5908 4
3747 6993 2
1345 2887 8
7551 1284 3
393 5493 6
4597 7000 2
5691 8729 9
3512 8960 6
3742 3111 9
3731 9589 4
1095 4729 4
9608 4829 9
2991 6174 7
8620 3725 1
172 470 5
290 5067 7
3371 7111 6
3440 623 9
2347 717 10
6227 4448 1
4812 1895 3
5657 7855 2
3495 846 8
4221 9467 6
2584 9639 6
6440 9929 4
7296 3301 5
3233 3093 10
4483 1792 9
8845 8019 10
2795 2831 5
7827 4840 3
4040 8335 9
6428 8909 8
8893 7845 10
8180 4285 9
6183 7933 2
7649 1166 7
6090 5650 9
1601 4495 8
1560 3642 1
9766 7822 1
5828 1862 9
9089 8290 10
1816 3535 5
535 1716 2
5536 4251 5
189 8253 3
7936 4343 5
7474 2296 2
1384 3856 5
8124 3623 7
6057 9451 1
8677 8540 4
206 6709 9
9580 7244 7
5943 9132 9
3887 9322 4
9349 7258 9
3166 4732 6
1477 6116 2
9783 593 7
5911 3002 9
3902 1679 1
6535 1885 2
9055 7817 9
9644 3760 1
4484 7647 3
7577 3348 3
1365 2866 8
3802 4344 6
3744 479 9
3660 6391 1
9380 293 2
9993 3180 7
7314 8587 4
4584 4583 6
4635 9067 3
359 2996 4
9694 4362 10
3761 8164 6
296 8260 6
3777 8273 7
259 4005 2
8421 350 4
8467 4017 3
2683 8601 7
658 9588 6
2633 6300 3
4308 5994 7
8849 6107 3
7735 6403 4
3452 6532 9
5560 6792 4
4313 1565 7
2598 6384 4
5822 9067 7
7278 6078 6
506 5063 6
378 9371 10
964 4572 7
6066 8659 2
5781 2111 7
121 4023 1
8467 8336 6
7163 934 10
6228 3109 10
3894 6739 10
1149 7245 3
4704 3975 6
605 4939 8
2613 7358 8
7377 9491 1
8673 9613 5
3113 4432 3
9118 1595 10
7859 7823 9
2020 1717 8
2259 9219 4
3913 3923 9
4938 881 1
6888 3494 1
7497 871 4
6569 9544 9
9665 9009 1
1098 4479 8
6169 2339 1
7997 4359 1
2916 2971 10
5081 6884 5
1222 8175 6
8654 1415 3
3444 8912 6
429 1833 3
7028 1499 2
8058 8949 2
7036 5118 1
188 9467 2
1410 2383 3
5499 7465 10
6216 5039 5
1461 3693 10
2905 7137 4
5221 7566 7
3433 946 6
7006 9005 5
8707 2393 3
9099 8933 10
3851 344 6
7925 2195 3
8884 8411 2
8018 6225 5
4919 5482 4
732 703 2
8379 488 9
3876 7495 6
1971 6202 9
1535 1654 4
567 1857 10
1982 9782 6
7214 5019 9
7485 9389 4
7801 4309 7
5254 5041 2
6625 9772 1
8943 3649 6
6618 5620 10
3038 3507 4
4744 4074 1
6793 6056 4
1038 3270 5
47 7107 4
1632 4908 3
8700 162 7
6472 3140 9
1084 2083 8
6839 5054 10
1500 4444 8
1464 9188 2
3284 2334 9
1239 3372 1
4213 9771 1
2929 7756 9
9601 2808 4
7667 9280 4
5506 6716 9
3345 9907 3
3157 1408 10
124 2872 10
7517 2508 4
967 100 9
7688 665 2
7868 3594 10
9308 9548 9
911 7215 1
2006 9073 8
5185 8771 5
9769 1928 5
5150 8404 9
9720 5921 8
2975 6889 10
5955 929 7
8707 5149 4
1918 4457 2
1586 1721 9
3239 3727 3
5256 8912 6
3532 5034 4
9569 184 8
8477 6256 1
6246 9232 10
467 5187 9
5354 246 8
187 2165 8
4568 103 9
2516 3342 8
5890 4950 3
8035 4835 7
8460 4404 1
937 9233 8
5688 5480 2
3679 5947 1
6248 1301 8
317 7840 5
8844 2408 10
9092 1277 5
9420 7167 7
5012 1555 2
1990 15 8
9152 7305 4
2571 2993 4
5222 3024 3
9413 9272 7
202 9590 7
9508 4786 8
5269 231 7
4373 9651 4
4780 1015 9
6373 9357 5
8723 8509 10
306 1081 5
3721 2655 9
9435 2068 4
2803 8622 6
4012 4482 2
7629 9752 3
8875 477 6
3640 5257 3
9961 7983 10
6297 3058 2
9938 9716 3
6572 9789 8
2582 9224 9
4217 8380 3
5442 2392 6
7806 6373 8
400 1600 5
8998 5240 5
8610 5201 10
3932 7850 8
7763 7788 6
2675 712 5
6594 9647 1
2582 3864 1
9897 5659 5
5342 3465 8
6891 3865 8
8917 2863 1
6201 7826 4
4172 1758 5
5201 5873 3
5946 8548 6
2832 1494 3
5295 429 9
9785 326 8
9372 5668 5
8979 8911 3
6539 7828 6
9339 4030 4
3692 4554 4
5896 9756 7
2241 5702 7
9298 4887 2
6002 182 3
6570 9967 9
9150 5691 9
5194 4671 10
1456 7562 8
6934 6901 10
237 6945 5
1651 9194 3
5289 1435 5
7476 7085 2
7509 3087 4
7971 6009 4
5111 5159 7
7919 354 10
5990 1810 2
5537 8744 3
1819 5334 9
2655 3337 5
3247 4978 10
9541 2454 7
7075 6315 4
4790 638 5
8825 5749 5
8552 20 1
9301 6010 3
7613 7900 10
9177 9719 4
7687 2374 3
5391 5621 1
882 1514 8
3458 4941 5
5473 6084 4
9850 1261 5
3034 9813 6
9276 5467 8
7328 9432 8
477 8609 9
5312 2649 3
9836 4392 6
9339 5275 3
1296 5085 6
2272 6911 10
7535 6761 2
1252 6147 7
8637 5423 4
8384 9103 8
2384 5933 8
6102 7597 9
8547 7434 1
6612 6773 8
8896 4421 6
6122 6693 7
5783 581 10
6706 1833 7
7443 6822 2
9998 1558 5
1986 294 8
8935 6397 6
8533 4944 2
8875 7908 7
4493 3157 10
1548 5631 5
1866 1414 8
8945 4473 1
8523 8268 5
3524 8266 6
7628 6604 10
4018 1891 7
8005 424 3
9426 5652 4
324 145 1
5643 8045 2
4007 9911 8
9305 5208 3
2787 3731 1
9444 7255 10
7659 1235 4
6168 1605 6
7427 9610 2
9981 5388 4
444 5712 1
416 7707 6
6019 8067 9
9389 3724 9
7231 6511 10
3342 2307 7
4071 6318 5
1404 8839 10
6981 6266 3
2983 2599 1
988 3044 6
9139 9812 3
5334 5832 10
4145 5221 6
8163 2452 8
2265 5794 7
3621 6217 6
8917 3974 5
9467 955 3
2331 290 2
4231 1279 8
4548 418 1
6221 2104 5
2312 2601 6
2128 765 10
4807 3030 7
6145 3003 4
7450 8273 8
3946 4092 4
6708 6423 6
8422 654 5
3179 5203 5
4101 7776 10
855 6440 3
9182 4920 8
9962 9727 10
2888 2225 6
2031 9675 9
5149 9974 1
5574 6682 4
6289 1456 10
4636 988 5
3400 5089 3
621 2297 4
444 1479 6
7383 1441 6
7353 681 1
3030 2713 8
628 4214 2
8670 6140 5
3135 8781 3
8254 3417 1
1281 3170 3
2083 143 10
5678 587 9
4194 7971 3
8789 1676 4
5609 1058 9
8456 8038 3
1278 6708 5
7134 9843 7
798 4449 6
9099 5730 6
8841 7814 10
880 9844 9
750 4038 2
8414 9179 10
408 4788 8
7818 9597 6
3091 7227 4
855 713 9
3753 1511 9
69 6962 1
5906 5803 7
5535 3035 2
8456 138 10
9347 8552 10
8267 5312 10
8244 3131 9
2612 2574 6
7335 9781 1
4606 3535 5
6326 9956 7
3776 5862 3
5393 7750 8
6854 6206 8
8705 5553 1
9736 172 5
1908 8417 8
3676 1029 2
9024 4716 4
5084 5674 1
9008 2000 7
6247 5777 9
9289 7522 9
5366 4376 7
4286 9433 1
5406 9170 5
4542 1078 4
6810 1106 5
1651 130 2
2626 1567 8
7136 6927 9
7954 3174 8
4635 2463 10
9065 4182 8
9702 8468 1
2244 226 1
4958 1120 1
2442 7930 10
7306 5934 2
3239 8560 9
4847 2049 9
4807 6355 3
544 990 9
3803 56 3
7790 6110 3
1210 8354 9
153 9664 1
6525 2106 2
4004 5765 8
7966 9004 10
9846 203 9
8654 5010 7
6989 5554 7
7787 9357 5
9119 3499 5
1623 1062 9
8001 1215 6
1851 4092 2
9984 4449 9
4051 2415 4
3031 8613 9
411 7268 10
499 4257 6
5226 8396 6
2712 3867 5
9957 5490 9
1907 9843 4
3522 8046 9
3596 4383 8
9434 8434 5
629 7817 8
2028 4581 6
4789 5080 5
9456 6658 3
3481 9371 2
7358 5680 4
2296 7587 7
4802 7462 6
1400 1058 9
2447 492 5
2261 7474 5
7040 9502 8
9088 643 8
1744 99 9
2797 9933 10
420 7291 10
3534 9587 9
2842 741 1
197 2141 9
8287 940 4
1164 9553 8
1858 6594 10
3485 5682 5
6544 7426 4
6262 6575 7
1703 6996 10
6472 530 10
5181 9724 1
7703 9922 5
4932 4561 5
9005 5725 1
552 3935 5
7953 3772 7
2349 317 5
6844 2931 1
4921 4635 7
2992 7459 9
651 8992 3
5404 6696 7
8650 7980 9
2836 6985 4
6576 3889 10
6910 8194 2
9278 543 1
9073 7387 5
1795 8660 10
5161 8005 1
5409 5008 6
1733 412 2
7980 5414 2
8788 8251 9
1673 4827 10
2142 8090 6
2736 3720 1
9998 9145 10
192 940 1
1373 2453 8
6366 7862 6
351 9596 1
1032 3928 5
6045 2716 6
4395 4389 6
2986 2884 6
6123 1972 8
9803 1970 4
7222 8515 6
9654 6240 10
91 2606 2
5537 2957 10
7747 3989 8
1723 6386 6
7599 7133 6
4654 6471 2
6151 2594 4
1368 2397 6
2083 5972 1
3739 5626 4
7848 2070 10
6171 3959 8
443 1706 9
8642 9781 8
9558 7380 1
1215 8386 3
5756 4537 7
2269 2258 7
3456 4341 9
3159 4432 7
9102 2280 7
7651 4804 6
9158 5247 4
7359 3889 6
1946 9799 8
18 1014 5
8210 3122 4
5349 1743 2
1237 5200 6
3097 8359 8
583 7461 1
6492 5112 5
7 623 4
7933 7982 3
9288 6280 5
4375 6298 1
4201 861 4
8565 2562 7
1538 3799 7
5205 3248 6
3305 3831 9
3685 323 2
5221 6683 7
2004 4616 1
9028 256 1
2204 983 9
6395 5185 10
3708 102 4
9116 1640 3
3373 6846 1
2340 6503 5
5121 6540 10
3014 1761 3
1530 117 1
4380 5497 7
9862 7702 1
5290 4097 6
7932 4157 8
3135 3273 10
8490 2998 8
7092 1691 1
9526 6812 1
4988 6178 4
780 7708 3
7541 8440 1
909 8302 3
8909 9944 2
8446 7876 1
8085 7364 6
9365 5854 7
3842 9298 8
1175 5177 2
5047 165 10
681 945 10
2783 4838 10
383 2100 4
2037 1009 8
4140 5808 5
6752 3893 9
2638 3258 5
7874 3453 3
1153 4628 10
1244 9675 5
3865 6708 3
546 9492 3
9315 6227 3
2738 4617 5
6105 5109 3
3701 1862 8
8661 852 7
5827 8726 2
5940 9879 2
7581 7475 9
9388 7692 8
8492 8238 2
8786 3905 1
1181 2995 10
4585 5452 10
149 9154 4
9606 4167 6
8674 9995 4
7547 2287 3
1048 6220 10
6929 5608 4
3166 452 2
1599 9239 9
2611 420 4
8241 1357 6
5332 7858 2
4285 3816 2
442 8843 7
5325 6390 4
6439 3791 4
1380 720 5
4013 238 7
1236 1837 6
2364 800 8
6487 5393 5
2414 725 3
3848 1362 10
9449 1804 3
5045 3481 5
9280 6272 6
9735 7652 6
2151 1665 6
8668 2901 3
775 1617 6
3303 4456 9
3539 6871 5
5282 719 9
7193 6520 6
7947 1565 7
1443 7197 10
2379 3284 4
386 5436 10
8632 456 3
5066 1231 1
2301 886 7
1282 4426 10
988 6060 1
2056 9605 1
1281 3904 8
340 5347 5
5671 4078 10
8654 4465 8
9655 9449 4
3558 4515 7
5430 3169 4
1758 4451 10
4958 5439 2
5228 3847 7
2019 1481 1
3078 1821 10
4983 3844 9
6524 2498 6
9853 2154 5
7286 2064 2
2302 7494 3
4557 5604 6
4886 562 7
3979 2143 5
6325 514 6
8927 3592 9
3229 8575 3
5257 1451 3
4454 1304 7
3100 4942 3
6261 3597 9
5296 8154 4
8781 3041 6
410 3372 9
5886 9698 5
6491 4977 8
1621 8206 5
4243 9815 7
5715 4269 3
5694 7369 6
4088 9983 3
9977 5279 7
1470 412 10
9877 7174 3
428 3060 3
1492 5903 10
6149 7524 9
5734 8119 4
3122 3835 4
1814 5881 3
1801 9969 8
5385 9946 7
7124 7768 2
1903 3998 6
6407 4426 7
6961 2270 10
6141 8420 7
6231 506 6
9784 9980 3
7607 8146 4
9152 9948 6
679 1685 4
3838 8809 5
3761 7065 3
4506 9824 1
4664 6786 1
726 9279 3
4312 5510 9
2369 5294 9
4262 9254 8
8387 4758 6
8834 1789 3
9228 5627 3
3742 5740 10
8606 6599 4
7896 1263 2
9456 8341 1
5789 9005 3
8979 1375 10
2150 5637 6
3467 4024 4
1084 2859 3
386 8439 3
4850 8533 3
2731 3491 4
437 1387 10
4928 7195 1
5051 2984 7
7035 8316 2
4314 466 1
7199 285 7
1194 1369 8
627 8107 7
8391 9310 2
1895 2041 3
1999 8830 10
9718 111 8
2130 5162 2
7196 8549 10
9989 2864 8
4771 6415 3
3578 7610 4
1595 4589 2
4404 2980 2
5745 4875 5
6930 6874 6
9501 6592 7
9268 5075 1
8372 2271 10
5791 8613 6
29 9736 4
903 3314 4
3147 1262 3
3498 2018 5
9511 4115 10
3917 1045 5
7154 547 9
502 9815 4
9012 4539 8
2424 331 3
5051 6712 9
446 7615 6
7099 762 10
4693 612 8
5267 6475 5
7069 393 1
5745 3899 10
1013 4402 7
7709 9766 7
3028 8542 10
3312 3594 2
3332 4040 7
6667 7492 2
3968 8537 4
3287 157 10
6722 7226 5
7554 2971 4
5285 336 6
2831 4397 5
1269 3777 7
38 7089 1
1871 422 4
4968 3441 8
1531 7410 7
2354 697 4
6005 3771 2
6401 1325 5
4345 2962 4
3042 5794 1
1506 3415 1
8513 9806 10
5465 1677 4
2810 2997 6
3999 4528 8
3726 3235 7
3609 5592 1
7071 1994 8
6207 2691 1
5680 2085 7
5903 3592 2
9903 8457 8
7344 274 6
5208 9437 3
2865 3436 4
4284 7162 9
6400 7124 1
8640 547 7
8558 6754 8
1438 8787 6
6464 4690 8
1257 4593 7
9505 8289 3
5782 9849 10
5056 2714 9
8859 3350 3
2249 9751 7
1232 4743 6
2208 9653 3
2228 7443 10
4333 259 10
6382 1517 5
3240 7374 6
372 9508 6
3294 4564 2
6004 9776 3
5876 2025 4
9225 3257 9
3120 1818 3
6474 4046 8
2263 4731 8
9094 1113 7
6870 705 1
2936 1077 9
8851 723 5
3832 6727 1
2164 8956 7
6599 8181 4
2130 7653 2
7314 4128 10
9941 2743 1
2828 1838 6
9936 8708 1
8066 1644 1
2056 6847 6
611 680 4
8941 9196 10
5649 5796 3
5615 7926 6
1046 5240 6
3228 1533 10
140 4362 10
8166 650 10
3248 8717 5
9408 7125 2
8996 7736 4
8959 3030 1
4230 8679 9
4034 4294 5
1491 1693 7
3077 1273 10
3758 1413 4
6277 9579 5
3856 9180 4
9432 8588 9
1856 7584 8
4959 2895 10
3611 3477 1
8059 3863 8
6785 5355 1
751 4784 6
2603 8542 9
5168 1171 1
2032 1379 1
317 7164 1
5728 9020 8
8875 331 5
7756 295 5
5316 8354 8
3523 1492 3
9775 8595 9
7300 1198 1
2591 2719 4
7461 1103 4
1511 1421 10
6853 7149 10
9780 2376 3
1955 132 8
3959 5448 5
6178 5324 7
3753 5099 4
6111 8752 3
3364 1343 4
1787 8804 7
7942 6667 8
1261 3520 7
9952 9653 5
5327 7960 7
996 8271 8
1372 4449 2
3240 8202 3
3704 4314 7
1718 7678 10
2451 5817 6
4287 112 5
7545 1373 6
4303 7678 1
3438 9357 1
9056 353 2
123 1726 1
2866 4966 6
7061 5022 10
7 6740 10
4297 9191 9
94 3479 1
2559 7376 7
4896 1679 7
6886 1469 4
6836 526 7
1409 7001 5
431 6220 4
7656 3281 6
5547 3288 7
7468 3937 8
5207 4032 9
9409 2943 5
4985 7839 7
4591 4725 6
9906 7913 2
5575 5674 6
2969 6105 6
8034 3762 9
8122 5661 9
8598 3130 9
4617 4689 3
468 4098 6
7342 9084 5
2248 27 2
8624 9934 5
1877 1861 1
8484 1182 6
1311 9217 10
7419 7339 2
3168 2289 2
9206 3258 1
5628 3726 1
1345 1069 5
8549 9669 5
6830 4645 1
9376 2875 2
7596 1359 4
8273 2671 3
2713 90 4
2814 9610 3
2397 5168 2
6669 796 10
5039 8493 1
8846 7042 1
9032 224 8
9152 5952 3
7485 9900 5
7000 8174 6
2085 887 8
4508 53 1
9221 8802 9
3544 1823 8
7945 6862 1
3416 2060 4
4908 1092 10
1045 6596 3
58 4081 3
6782 7434 9
2529 9519 8
4718 4027 3
6518 9600 5
3487 9496 8
7604 7442 3
6566 7210 3
2571 2118 8
8801 3163 4
7335 9573 6
5769 2707 2
2378 1588 1
6225 6307 8
2830 2825 1
1884 2664 7
9114 6620 1
9558 3187 1
2062 5758 9
5659 911 5
5853 8246 10
6480 368 8
4541 2746 6
2121 5323 5
80 8153 3
7640 6390 9
1049 1856 10
1899 7766 9
9960 9828 9
6490 5488 1
6184 7693 9
1804 4173 7
6483 5066 5
2750 3539 1
5325 3619 6
3429 7612 8
4197 5013 6
7938 6912 2
4866 3224 1
3905 6067 1
207 2251 4
1107 407 9
2376 3242 7
2742 5993 6
8432 7670 7
4980 1099 1
7917 1648 4
9063 9587 7
7974 4453 3
3066 4710 10
3646 1269 4
8271 2377 3
3421 1105 6
9989 3847 9
3744 8632 1
3823 3612 2
1513 7881 10
4217 6944 9
185 1271 5
9377 4337 5
989 4336 7
4852 8959 6
1826 8733 1
5691 8722 8
1901 2467 2
5781 2642 4
7112 4155 6
6444 8372 2
5362 8557 3
5086 4287 3
5873 5276 1
7929 6480 10
8714 8306 3
604 350 8
2693 2251 7
3415 8033 9
4100 1497 4
6315 7941 7
8179 3304 4
4961 8390 1
8785 615 9
6945 8544 1
4065 7258 8
6269 4214 10
7196 6908 1
6942 6675 6
9330 775 4
5874 3443 5
7142 1622 1
615 6583 4
4728 1721 9
468 8666 4
2689 2731 4
9568 5353 9
6797 2549 9
6277 5844 6
6495 5174 1
1858 7400 4
1514 4542 8
4475 1510 4
8530 2590 5
6848 3058 1
63 2099 5
6889 8019 8
7929 4816 9
2229 7446 3
3204 3941 10
4954 2151 10
6500 3665 5
9667 4492 5
5770 9374 7
3594 2575 5
85 8990 7
5659 5879 6
2938 3808 5
2766 2389 1
8439 5593 4
5638 548 5
6589 3400 2
2083 3067 7
5439 8838 1
1385 8784 6
6742 8869 7
4198 880 8
9673 3818 7
2669 2937 6
6759 1376 2
1142 3366 10
4028 9955 10
580 8391 9
7976 3830 9
4746 5216 4
444 1958 5
8780 6156 8
9347 2181 8
75 4851 5
3193 7962 1
1904 9105 9
7515 9485 5
6526 65 6
8604 4393 6
2225 5492 4
8278 5936 2
5904 1068 8
4411 6767 2
3089 3195 3
4703 2740 7
4046 996 2
3106 4863 10
2122 1389 7
9529 6345 1
767 8570 5
7220 6848 3
5632 9105 3
199 3516 10
9652 2957 7
3956 4013 9
6223 4411 5
3946 7517 8
1155 9640 9
4782 9169 5
2802 9936 5
2666 7157 6
1170 2789 3
742 9340 9
7081 8993 7
9320 9301 10
4298 5524 1
6625 9471 10
3814 626 10
2393 5408 10
7317 4562 8
7163 3580 5
210 4750 6
2362 5492 9
4383 8926 4
9361 4598 5
8352 5248 10
5402 1873 1
2673 5688 9
3233 4433 10
9314 8102 2
5331 5265 5
4858 1828 5
3525 542 10
1533 4925 8
4886 4286 6
3893 2638 4
2072 4392 10
6074 7066 10
7054 6651 3
3443 5965 5
4395 7648 2
1631 8858 2
3617 2384 5
1096 269 2
3853 1508 1
7560 5401 9
